id,airdate,episode_number,image_path,name,season,synopsis
369,2006-03-12,369,/episode/369.webp,The Seemingly Never-Ending Story,17,"On a family outing inside a cave, Homer causes a stalactite to crash into the ground, and he ends up stuck in the hole; while Marge, Bart, and Maggie look for a way out, Lisa stays behind and tells Homer a story about how she was chased by a ram and ended up in Mr. Burns' attic...where he tells the story of how he loses everything to the rich Texan and has to work his way back up from the bottom, starting at Moe's...where he discovers Moe's story of how he met the perfect woman - Mrs. Krabappel - but the only way he could afford to start a new life with her is to steal a bag of gold coins discovered by the archaeologist who would be Snake."
370,2006-03-19,370,/episode/370.webp,Bart Has Two Mommies,17,"Marge babysits Rod and Todd, who are not allowed to do many activities since Ned cares for them too much. Homer takes the kids to an animal shelter, where Bart is kidnapped by a monkey named Toot-Toot."
371,2006-03-26,371,/episode/371.webp,"Homer Simpson, This is Your Wife",17,"Homer puts himself and Marge in a TV show in which two families swap mothers: Homer and the kids get a very strict woman, while Marge stays with that woman's husband, who develops a crush on Marge."
372,2006-04-02,372,/episode/372.webp,Million-Dollar Abie,17,"The commissioner of football is in town to finalize the awarding of a new professional football team to Springfield, but when he gets lost and asks for directions at the Simpson house, Grampa ties him up, leading the commissioner to cancel the team. This results to the townspeople hating Abe to the point where he attempts suicide, but when that doesn't happen, because he chooses to live life to the fullest, starting with being the toreador at the new football-stadium-turned-bullring."
373,2006-04-09,373,/episode/373.webp,Kiss Kiss Bang Bangalore,17,"The Springfield Nuclear Power Plant is moved to India and Homer is chosen to manage the Indian plant, but with all the gifts and praise he gets, he thinks of being a god."
374,2006-04-23,374,/episode/374.webp,The Wettest Stories Ever Told,17,"When the Simpsons' plans for a nice family outing at The Frying Dutchman turns into a dining disaster (due to an uncooperative octopus armed with knives), the family tries to salvage the night by turning the episode into yet another Simpsons anthology show (in the same vein as Tales from the Public Domain, Margical History Tour and Simpsons Christmas Stories, but with a nautical theme)."
375,2006-04-30,375,/episode/375.webp,Girls Just Want to Have Sums,17,"After Principal Skinner gets in trouble for making an off-hand remark about how a former Springfield Elementary School student succeeded, despite being bad at math, a new female principal is hired and segregates the school based on gender. But when Lisa feels that the girls' side isn't doing any real learning, she disguises herself as a boy and goes to the boys' side."
376,2006-05-07,376,/episode/376.webp,Regarding Margie,17,"When Marge bumps her head on a stool by her maximum-strength cleaning solution she uses to clear the house before her free housecleaning (which ""she"" won thanks to Homer painting the address number on the curb in front of the house), she gets amnesia, but quickly remembers everything except for two things - one, that she's married to Homer, and two, who Homer is."
377,2006-05-14,377,/episode/377.webp,The Monkey Suit,17,"After Ned Flanders sees an exhibit on evolution at a museum, he and Reverend Lovejoy talk Principal Skinner into allowing the teaching of creationism in schools. When Lisa complains at a town meeting that there should only be one theory taught in schools, Mayor Quimby agrees - and teaching evolution is banned in schools, so Lisa plans to teach a secret evolution class which gets her arrested. Does Marge have something up where her sleeves would be if she didn't always wear a sleeveless dress to help Lisa?"
378,2006-05-21,378,/episode/378.webp,Marge and Homer Turn a Couple Play,17,"Homer and Marge are chosen by Buck Mitchell, the Springfield Isotopes' star first baseman, to help him sort out his relationship with Tabitha Vixx, a Britney Spears-esque pop singer notorious for her sexualized performances."
379,2006-09-10,379,/episode/379.webp,"The Mook, the Chef, the Wife and Her Homer",18,"At school, Lisa befriends Fat Tony's son. Fat Tony is put out of commission by a rival society, and Homer and Bart take over running mob operations, when Michael, who says of being nothing like his father, is not interested in the “family business.”"
380,2006-09-17,380,/episode/380.webp,Jazzy and the Pussycats,18,"Bart plays the drums following a counselor's suggestion. He is very good at it, and is asked by a rock group to become a member of their band, something that has been Lisa's dream for a long time."
381,2006-09-24,381,/episode/381.webp,"Please Homer, Don't Hammer 'Em",18,"Marge becomes interested in carpentry, but uses Homer as the face of her operation, since no one in town thinks women are good enough to be carpenters. Meanwhile, Springfield Elementary School bans all peanut products due to fear of food allergies — until Bart discovers that the one with the peanut allergy is Principal Skinner."
382,2006-11-05,382,/episode/382.webp,Treehouse of Horror XVII,18,"In ""Married to the Blob"", Homer eats green extraterrestrial goo and morphs into a rampaging blob with an insatiable appetite; in ""You Gotta Know When to Golem"", Bart finds a golem (a clay man from Jewish mythology that does whatever is told of it through written scrolls inserted in its mouth) and uses it to play pranks and be destructive; and in ""The Day the Earth Looked Stupid,"" the residents of early-1930s Springfield refuse to believe news of an actual alien invasion after being duped by Orson Welles's ""War of the Worlds"" broadcast."
383,2006-11-12,383,/episode/383.webp,G.I. D'oh,18,"Bart joins the army after recruiters visit the school, so Homer takes his place. After he escapes with all the other soldiers, the colonel invades Springfield in a hunt to locate him."
384,2006-11-19,384,/episode/384.webp,Moe'N'a Lisa,18,"Lisa turns Moe's notes of an obscure world into a poem, so he is invited to a writer's convention by Tom Wolfe, but he says that it is his own work, which breaks Lisa's heart."
385,2006-11-26,385,/episode/385.webp,Ice Cream of Margie (with the Light Blue Hair),18,Homer gets a job as an ice cream seller and Marge uses the ice creams sticks to make sculptures of people in Springfield and becomes famous.
386,2006-12-10,386,/episode/386.webp,The Haw-Hawed Couple,18,"Nelson invites Bart's classmates to his birthday party, but Bart and Martin convince the other kids not to go. Bart is forced to attend Nelson's party by Marge, and Bart becomes friends with Nelson."
387,2006-12-17,387,/episode/387.webp,"Kill Gil, Volumes I & II",18,"The Simpsons let Gil stay with them during Christmas. However, he stays for eleven months because Marge can't tell him ""no""."
388,,388,/episode/388.webp,The Wife Aquatic,18,"During an outdoor movie event, Marge remembers of going to Barnacle Bay, an island she visited in childhood. Homer takes her there, but when the family arrives they discover it has become positively poor."
389,2007-01-28,389,/episode/389.webp,Revenge is a Dish Best Served Three Times,18,"When a motorist cuts Homer off and he swears revenge on the driver, Marge, Lisa, and Bart tell legends of revenge:"
390,2007-02-11,390,/episode/390.webp,Little Big Girl,18,"After unwittingly saving Springfield from an out-of-control fire, Bart is rewarded with a driving license. However, he gets bushed of driving Homer everywhere, so he goes on the run and has a relationship with an older girl named Darcy. Meanwhile, Lisa invents a pretend Native American tribe for her school report and claims to be a descendant of it. The statement snowballs to a dramatic conclusion."
391,2007-02-18,391,/episode/391.webp,Springfield Up,18,"Declan Desmond films a documentary about the lives of people of Springfield and how they changed over the years. Homer makes him believe he is rich, but he actually took Burns Manor while Mr. Burns was out."
392,2007-03-04,392,/episode/392.webp,Yokel Chords,18,"Lisa teaches the Spuckler children about culture, and soon Krusty hires them to act on his show. They become famous and earn a lot of money, but Cletus exploits them and spends the money for himself."
393,2007-03-11,393,/episode/393.webp,Rome-Old and Julie-Eh,18,"When Homer declares bankruptcy (under the impression that it would protect his assets), he has to cut wasteful spending, so he stops paying for Grampa to stay in the Springfield Retirement Castle, causing him to move out - and move into a relationship with Selma, despite the objections of Homer and Patty. Meanwhile Bart and Lisa order shipping materials from a delivery company and the company discovers they built a fort with them, it is an all-out war of paper products."
394,,394,/episode/394.webp,Homerazzi,18,"Homer becomes a tabloid photographer and takes photos of famous people, but they start to get irritated so they send a photographer who will take pictures of Homer's most humiliating moments."
395,2007-04-22,395,/episode/395.webp,Marge Gamer,18,"Marge discovers the Internet and gets hooked on an online fantasy role-playing game called Earthland Realms, where she interacts with practically everyone in Springfield, including Bart, whose online persona is the local tough guy, the Shadow Knight. Meanwhile, Homer becomes a soccer referee, which strains his and Lisa's relationship when he has to call penalties on her."
396,2007-04-29,396,/episode/396.webp,The Boys of Bummer,18,"The Springfield Isotots win a Little League championship game, but when Bart makes an error that costs the team the championship, the townspeople refuse to let him forget it. Meanwhile, Homer's attempts to talk his way out of being caught sleeping in a department store bed end up selling the mattress, so he ends up as a mattress salesman, but he has second thoughts when Reverend Lovejoy trades Homer's mattress for the one he just bought."
397,2007-05-06,397,/episode/397.webp,Crook and Ladder,18,"Homer, Moe, Apu and Principal Skinner become volunteer firefighters. But just because the boys are not getting their salary doesn't mean that they can't find a way to receive compensation."
398,2007-05-13,398,/episode/398.webp,"Stop, or My Dog Will Shoot!",18,"When Homer gets lost in a cornfield maze, Santa's Little Helper comes to the rescue, sending the hound to animal police academy. However, when he bites Bart rather than play catch with him, Bart gets a new pet - a snake - which gets loose in the school."
399,2007-05-20,399,/episode/399.webp,24 Minutes,18,"In a parody of 24, Bart and Lisa join forces to prevent the bullies from setting off a stink bomb at the school bake sale, and the pair gets help by many different students, including Martin."
400,2007-05-20,400,/episode/400.webp,You Kent Always Say What You Want,18,"In this, the 400th episode (both in production and broadcast order), Kent Brockman gets in trouble for swearing on live TV after Homer spills hot coffee on Brockman's lap during a live interview. After he loses his job for allegedly flavoring his coffee with cocaine, Brockman becomes The Simpsons' latest house guest. While there, he tells Lisa the real reason why the FCC issues fines for indecent content on TV and the two team up to take down the mainstream media by posting the bombshell on YouTube."
401,2007-09-23,401,/episode/401.webp,He Loves to Fly and He D'ohs,19,"Homer Simpson gets to fly in Charles Montgomery Burns' private jet and likes it so much that he plans to never fly commercial again. He tries to find a job that involves flying in a corporate jet, and hires a life coach named Colby Krause to assist him with his goal."
402,2007-09-30,402,/episode/402.webp,The Homer of Seville,19,"After an injury at a funeral, Homer finds out that he can sing very well while being laid down, and joins the opera."
403,2007-10-07,403,/episode/403.webp,Midnight Towboy,19,"Matt Dillon guest voices as a tow truck driver in nearby Guidopolis who tows Homer's car (while he is searching for some milk for Maggie, who has become a little too clingy to Marge until Marge hires someone who persuades her into letting Maggie become independent) and ends up selling Homer a tow truck, but when Homer tows away a few too many of his friends' cars, they come up with a solution that results in Homer being put out of business...and possibly out of existence."
404,2007-10-14,404,/episode/404.webp,I Don't Wanna Know Why the Caged Bird Sings,19,"Steve Buscemi guest voices as a bank robber who holds Marge hostage during a robbery, only to give himself up when she promises to visit him in prison (since his mother abandoned him at an amusement park when he was a child), but when Marge finds excuses not to talk to him, much less visit him, he escapes and confronts Marge...and makes her take him to the same park."
405,2007-11-04,405,/episode/405.webp,Treehouse of Horror XVIII,19,"E.T., Go Home - In this spoof of E.T.: The Extraterrestrial,  Bart discovers Kodos hiding in the Simpsons' backyard, where Kodos tells him and Lisa to get equipment for contacting someone to pick him up, but in reality he is setting Earth up for an invasion."
406,2007-11-11,406,/episode/406.webp,Little Orphan Millie,19,"When Kirk and Luann remarry and go on a honeymoon cruise, they topple into the sea and are presumed dead. Milhouse turns into a real man following the loss of his parents - making him more popular than ever. Bart contacts Milhouse's uncle in a bid to regain his popularity, only to realize how much he is close to his best friend when he plans on leaving. Meanwhile, Homer finds himself in trouble when he can't remember Marge's eye color."
407,2007-11-18,407,/episode/407.webp,Husbands and Knives,19,"Marge forms a new women-only gymnasium and Homer becomes worried about losing her after she becomes a highly successful businesswoman. Meanwhile, Coolsville, a new comic book shop, opens in Springfield and puts Comic Book Guy out of business."
408,2007-11-25,408,/episode/408.webp,Funeral for a Fiend,19,"Marge sees a commercial for a new barbecue rib restaurant that turns out to be a trap set by Sideshow Bob. Once again, the trap fails and Bob is arrested, but at his trial, Bart throws away a nitroglycerin vial that Bob needed for his heart condition, leaving him to supposedly die."
409,2007-12-16,409,/episode/409.webp,Eternal Moonshine of the Simpson Mind,19,"Homer wakes up to find himself outdoors and covered with snow, without any memory of the evening before. When he arrives home, he finds out that everyone is missing. Seeking help from Moe and Professor Frink, Homer tries to piece together his memory to find out what happened to him."
410,2008-01-06,410,/episode/410.webp,E. Pluribus Wiggum,19,"Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them, and plan to support their own write-in candidate: Ralph Wiggum."
411,2008-01-27,411,/episode/411.webp,That '90s Show,19,"After Bart and Lisa discover Marge's diploma from Springfield University, Homer and Marge recount one of the darkest points in their relationship, when Marge fell in love with a university professor, Stefane August."
412,2008-02-17,412,/episode/412.webp,"Love, Springfieldian Style",19,"On Valentine's Day, Homer and Marge get stuck in a tunnel of love (thanks to Bart and some gelatin), so they pass the time with love stories of three couples, animated for our enjoyment:
Homer and Marge as Bonnie and Clyde,
Homer and Marge (again) as ""Shady and the Vamp""
Nelson and Lisa as Sid Vicious and Nancy Spungen."
413,2008-03-02,413,/episode/413.webp,The Debarted,19,"A new troublesome student named Donny arrives at Springfield Elementary School, prompting a gleeful Bart to befriend him as his partner in pranks. Meanwhile, Marge wrecks the family car and gets a new luxury vehicle, which Homer grows attached to."
414,2008-03-09,414,/episode/414.webp,"Dial ""N"" for Nerder",19,"Bart plays a prank on Martin, but by accident, Martin falls down a cliff. Bart and Lisa start to feel very guilty and behave very suspicious, prompting Nelson to investigate. Meanwhile, Marge thinks that Homer is cheating on his diet."
415,2008-03-30,415,/episode/415.webp,Smoke on the Daughter,19,"Lisa gets recruited for Chazz Busby's Ballet Academy when they reject Marge. Meanwhile, Homer and Bart work on jerky at the risk of seeing a raccoon."
416,2008-04-13,416,/episode/416.webp,Papa Don't Leech,19,"Country music star Lurleen Lumpkin makes another appearance in Springfield, destitute and a fugitive from justice due to owing a fortune in back taxes. Homer and Marge take Lurleen in, reunite her with her long-lost father Royce, and help Lurleen relaunch her musical career."
417,2008-04-27,417,/episode/417.webp,Apocalypse Cow,19,"Bart wins a contest with a cow, but realizes it is going to be slaughtered. He saves it and gives it to one of Cletus's kids, but Cletus believes that it is a token of marriage."
418,2008-05-04,418,/episode/418.webp,Any Given Sundance,19,"The Simpsons are going to Park City, Utah as Lisa's documentary is being presented at the Sundance Film Festival, but the other Simpsons are particularly baffled that the movie does not exactly show their good sides."
419,2008-05-11,419,/episode/419.webp,Mona Leaves-a,19,"Homer is reunited with his mother Mona, but is not willing to forgive her for all the times she left him as a child. When she dies, a guilt-ridden Homer attempts to show his gratitude to her by fulfilling her final wishes."
420,2008-05-18,420,/episode/420.webp,All About Lisa,19,"Lisa becomes Krusty the Clown's newest assistant and steals his spotlight. She wins the Entertainer of the Year award, but is warned that with her sudden fame comes a new attitude towards others and herself. In the meantime, Homer and Bart form a partnership over their newfound activity of coin collecting, but they are one coin short - a 1917 misminted penny that appears to have Abraham Lincoln kissing himself."
421,2008-09-28,421,/episode/421.webp,"Sex, Pies, and Idiot Scrapes",20,"After Homer is punished for brawling on St. Patrick's Day, he meets a bounty hunter, a parody of Dog the Bounty Hunter, when he gets his bail bond. Intrigued, he plans to try his hand at the profession - but is saved by Flanders when it doesn't go quite to plan. Together, they form an unlikely bounty-hunting duo, but when Homer's attitude gets the better of him, Flanders is less than impressed. Meanwhile, Marge unwittingly starts working at an erotic bakery."
422,2008-10-05,422,/episode/422.webp,Lost Verizon,20,"While trying to earn money at the country club, Bart acquires Denis Leary's cell phone after Leary angrily chucks it away. Bart keeps Denis Leary's phone and makes prank calls pretending to be Leary and when Marge finds out what Bart is doing she contacts Leary. Denis says Bart may as well keep the phone, but he advises her to activate the GPS system in the phone to track every move Bart makes."
423,2008-10-19,423,/episode/423.webp,"Double, Double, Boy in Trouble",20,"Bart meets his doppelganger, Simon Woosterfield, a member of the richest family in Springfield and the two plan to switch places. Simon adjusts nicely to his new digs at the Simpson home, while Bart discovers that his new siblings are plotting his demise so they can gain possession of his inheritance."
424,2008-11-02,424,/episode/424.webp,Treehouse of Horror XIX,20,"This year, Homer's attempt to vote goes murderously wrong; Bart's new robot toy leads a revolution; Homer murders celebrities so advertisers can use their images without express permission; and a parody of The Peanuts holiday specials where Milhouse summons a pumpkin demon that attacks humans after learning that pumpkins are used as food and decoration during the fall months."
425,2008-11-09,425,/episode/425.webp,Dangerous Curves,20,"The Simpsons take a road trip to a cabin in the woods that Homer and Marge once vacationed at 20 years before. In a series of flashbacks, Homer and Marge reflect on some history from their courtship and Bart and Lisa recall some pleasant memories from their very early days."
426,2008-11-16,426,/episode/426.webp,Homer and Lisa Exchange Cross Words,20,"Lisa discovers she has an impressive knack for solving crossword puzzles and enters a citywide crossword tournament, but her feelings are hurt when Homer bets against Lisa in the championship match."
427,2008-11-30,427,/episode/427.webp,MyPods and Boomsticks,20,"Bart befriends Bashir bin Laden, a Muslim boy who's new at school, and invites the neighbors over for dinner. Unfortunately, Homer's paranoia gets the better of himself and he ends up offending Bashir and his parents. Homer goes over to the Bin Laden home to apologize, but his paranoia strikes again when he observes Bashir's father with sticks of TNT and thinks he is going to blow up Springfield Mall. Meanwhile, Lisa gets a Mapple MyPod - and a bill for over 1200 downloaded songs at 99 cents each."
428,2008-12-07,428,/episode/428.webp,The Burns and the Bees,20,"When Mr. Burns wins a professional basketball team in a poker game, he plans to build a new sports arena in Springfield for them - on the site where Lisa is trying to keep Springfield's bee population from becoming extinct, and Homer tries to solve the problem by mating the bees - with ""killer"" Africanized bees (Aka African Honey Bees)."
429,2009-01-25,429,/episode/429.webp,Lisa the Drama Queen,20,"Lisa and a new friend create the fantasy world of Equalia together, but Lisa is a little worried when her friend treats Equalia as a real place to escape the problems of the real world."
430,2009-02-15,430,/episode/430.webp,"Take My Life, Please",20,"Vance Connor is inducted into the Springfield Wall of Fame, and Homer recalls how he ran against Vance for school president. After discovering that the real ballot box was hidden, Homer searches for it only to discover that he should have won. The family goes to Luigi's restaurant and meets a man who can tell people's fates by stirring tomato sauce. Homer sees what his life would have been like had he been class president."
431,2009-03-01,431,/episode/431.webp,How the Test Was Won,20,"A national achievement test has Springfield Elementary School in an uproar. Bart and the school's other underachievers are sent on a class trip to Capital City so they don't bring down the school's score, while Lisa, rattled by her score of ""only"" 96 percent on a practice test, has trouble with the real thing. Meanwhile, Homer forgets to send an insurance payment on time and has to prevent anyone from getting injured in the Simpson house."
432,2009-03-08,432,/episode/432.webp,"No Loan Again, Naturally",20,"When the adjustable rate on the Simpson couple's mortgage resets at more than the pair can afford, they must sell their house. Good Samaritan Ned Flanders buys the house and rents it out to them at an affordable rate. But Homer pushes his luck too far when he takes advantage of Ned's generous landlord duties."
433,2009-03-15,433,/episode/433.webp,Gone Maggie Gone,20,"Lisa infiltrates a convent in order to save Maggie, who was accidentally taken in by nuns. While in the convent, Lisa uncovers a series of cryptic clues leading to a hidden jewel in Springfield. With help from resident history buffs Principal Skinner and Comic Book Guy, Lisa sets off to find the coveted prize. But Springfield's Freemasons are also hot on the trail of the jewel, and Lisa must race against them to find the jewel and rescue Maggie."
434,,434,/episode/434.webp,In the Name of the Grandfather,20,"The Simpsons travel to Ireland so that Grampa can have a final drink at O'Flanagan's Pub, his old favorite watering hole. But when the small town of Dunkilderry isn't quite how Grampa remembers it and O'Flanagans has become a rundown, empty pub, he and Homer choose to buy it and make some repairs to the bar."
435,2009-03-29,435,/episode/435.webp,Wedding for Disaster,20,
436,2009-04-05,436,/episode/436.webp,"Eeny Teeny Maya, Moe",20,"Moe develops an Internet relationship with a beautiful woman named Maya. When the two agree to meet face to face, Moe is surprised to discover that Maya's only three feet tall. Meanwhile, Marge wants Homer to spend more time with Maggie. Homer obliges and finds himself in luck when he discovers a playground right next to Moe's Tavern."
437,2009-04-19,437,/episode/437.webp,"The Good, the Sad and the Drugly",20,"When Milhouse gets suspended for a prank that he pulled, Bart promises to visit Milhouse every day. However, he meets a girl named Jenny, and starts a relationship with her. Meanwhile, Lisa becomes depressed after reading Internet articles about future shortages and disasters, and gets put on antidepressants that make her hallucinate."
438,2009-04-26,438,/episode/438.webp,Father Knows Worst,20,"When Homer believes that Bart's under achievements and Lisa's unpopularity will jeopardize their future, he tries ""helicopter parenting"" - that is, he hovers over them constantly; meanwhile, Marge is too busy relaxing in the mysterious new basement sauna she just happened to find in the basement to care."
439,2009-05-03,439,/episode/439.webp,"Waverly Hills, 9-0-2-1-D'oh",20,"When Marge discovers the poor teaching conditions at Springfield Elementary School, she gets Homer to rent an apartment in the Waverly Hills area so Bart and Lisa can attend school there, but Lisa's lack of knowledge about singer Alaska Nebraska makes her as unpopular as ever, until Bart spreads a rumor that Lisa and Alaska are best friends - which comes back to haunt Lisa when her new friends want backstage passes to her upcoming concert; Homer has to stay in his shabby apartment until the city's City inspector pays a surprise visit to make sure they actually live in the area, but he gets to like it - until he invites Marge to move in with him, and begin to enjoy their own company."
440,2009-05-10,440,/episode/440.webp,Four Great Women and a Manicure,20,"While at the nail salon, Marge and Lisa tell four stories about great women in history and pop culture to prove whether or not women can simultaneously be smart, beautiful, and powerful."
441,2009-05-17,441,/episode/441.webp,Coming to Homerica,20,"Ogdenville's economy takes a tumble after tainted barley is discovered in Krusty's veggie burgers and the unemployed of Ogdenville flock to Springfield. When Mayor Quimby closes off the town's borders and enlists private citizens to help patrol them, Homer puts together a border patrol group."
442,2009-09-27,442,/episode/442.webp,Homer the Whopper,21,"Comic Book Guy's comic book hero, Everyman that Homer is disguising himself as, becomes a big hit in Springfield and he agrees to a movie version. Comic Book Guy insists that he chooses who plays the lead role and gives the part to Homer. However, the movie company hire a personal trainer for Homer, known as Lyle McCarthy, so that he can get fit for the part. When Lyle leaves, Homer puts on weight again and the movie is a disaster. The company offers CBG the chance to direct a sequel if he pretends he liked the movie but he criticizes it."
443,2009-10-04,443,/episode/443.webp,"Bart Gets a ""Z""",21,"When Mrs. Krabappel confiscates her students' mobile phones, they hatch a plan to get their teacher drunk to get her to ""loosen up"". When Principal Skinner fires her, she is replaced by a cool new teacher, Zachary Vaughn, who impresses the kids with his love of texting, Facebook and Twitter. Bart has a lingering guilt about getting Edna fired and tries to help her. With the assistance of a self-help book/DVD, she opens her own muffin store - but she still dreams about being a teacher again."
444,2009-10-11,444,/episode/444.webp,The Great Wife Hope,21,"The men and boys in Springfield become obsessed with Ultimate Punch, Kick and Choke Championships, a violent sport where fighters inflict severe pain on each other. When Marge and her friends stage a protest against the sport, the show's promoter, Chett Englebrick, embraces the controversy and challenges Marge to a match, promising to shut down the competition if she wins. She begins to train with rhythmic gymnastics, but her family steps in and get her professional martial arts help to give her a real chance at winning."
445,,445,/episode/445.webp,Treehouse of Horror XX,21,This year's tales of terror include the Universal Monsters making an appearance at the Simpson's Halloween party; Bart tricking Lisa into a crisscross murder plan; Springfield (once again) has a zombie apocalypse and Bart's immunity to Krusty's latest burger may be the key to stopping it; and a macabre musical where Moe (once again) uses Homer to make a best-selling drink for his bar.
446,2009-11-15,446,/episode/446.webp,The Devil Wears Nada,21,"Marge poses as a calendar model for charity but becomes the talk of the town after she reveals a little too much during her photo shoot. Meanwhile, Carl receives a promotion at the plant. He then promotes Homer to be his executive assistant and drives him up the wall with requests, including going to Paris."
447,2009-11-22,447,/episode/447.webp,Pranks and Greens,21,"Groundskeeper Willie tells Bart about Andy Hamilton, a former student who was an even better prankster than Bart is. Bart tracks down Andy, now age 19 and still pulling pranks, and the two become quick friends. Meanwhile, Marge wants the family to ""eat healthier""."
448,2009-11-29,448,/episode/448.webp,Rednecks and Broomsticks,21,"After stumbling upon teenage Wiccans, Lisa accepts an invitation to join their coven. Just before Lisa is inducted Chief Wiggum arrives and arrests the three teens on charges of witchcraft; Lisa becomes the chief witness in the trial. Meanwhile, Homer starts to hang out with his new pal Cletus after discovering the slack-jawed yokel makes moonshine and becomes the local moonshine taste-tester."
449,2009-12-13,449,/episode/449.webp,"O Brother, Where Bart Thou?",21,"When Lisa tells Bart that he will never have the special bond that she has with Maggie because he doesn't have any brothers, he tries to get Homer and Marge to make him a baby brother, but when that doesn't work, he goes to the orphanage where a young boy follows him home."
450,2010-01-03,450,/episode/450.webp,Thursdays with Abie,21,"A Springfield Shopper reporter takes an interest in Grampa's stories, making him front-page news, which makes Homer jealous, until he discovers what the reporter has in store for the final column; Lisa loses the classroom stuffed lamb she was watching for Bart - down a sewer drain."
451,2010-01-10,451,/episode/451.webp,Once Upon a Time in Springfield,21,"Krusty is forced to add a female character named Princess Penelope to his show in order to attract more female viewers. She immediately overshadows Krusty as the ratings improve. Bart and Milhouse want to get the show back to the way it was, but the situation gets more complicated when Krusty and Penelope fall in love and decide to get married. Meanwhile, Homer, Lenny and Carl consider working at a competing nuclear plant when Mr. Burns cuts off their daily doughnut service."
452,2010-01-31,452,/episode/452.webp,Million Dollar Maybe,21,"Homer skips a date with Marge so he can buy a lottery ticket; when he wins a million dollars, he fears Marge's reaction to having blown off the date for a chance at fortune and he keeps his winnings a secret while showering the family with anonymous gifts. Meanwhile, Lisa helps to keep the senior citizens at the Springfield Retirement Castle stimulated with some video games."
453,2010-02-14,453,/episode/453.webp,Boy Meets Curl,21,"After discovering their love of curling, Marge and Homer try out for the Olympic team and actually participate in the 2010 Vancouver Games. Meanwhile, in Vancouver, Lisa develops an addiction to collecting Olympic pins."
454,2010-02-21,454,/episode/454.webp,The Color Yellow,21,"While researching her family tree for someone who isn't a total boob or criminal, Lisa finds the 1860 diary of Eliza Simpson, a young girl who was in the Underground Railroad and tried to help a slave escape to Canada, but a diary by one of Milhouse's ancestors casts doubt on just what Eliza accomplished."
455,2010-03-14,455,/episode/455.webp,Postcards From the Wedge,21,"When Homer receives a letter from Edna Krabappel saying that Bart is way behind in his studies, he tries to take a hard line with him, but Marge thinks he has too much work, so Bart finds a way to turn their difference of opinion into a full-scale fight, only for it to end up with the pair choosing that they need to worry about themselves more than Bart - at least until Bart discovers that running trains on the old Springfield Subway System is causing the school's structure to crumble."
456,2010-03-21,456,/episode/456.webp,Stealing First Base,21,"When Springfield Elementary's two fourth-grade classes have to share desks rather than pay for a substitute teacher, Bart falls for his new deskmate, but after he kisses her, she starts sending him mixed signals; Lisa gets advice on how to handle being a female overachiever...from Michelle Obama."
457,2010-03-28,457,/episode/457.webp,The Greatest Story Ever D'ohed,21,"The Simpsons are going to Israel. When Ned invites Homer along on a Bible Study trip in an attempt to save his soul, but when Homer defiles one too many sacred sites, Ned says that Homer’s soul isn’t worth saving."
458,2010-04-11,458,/episode/458.webp,American History X-cellent,21,"When stolen paintings are found in Burns Manor, Mr. Burns is arrested, so he has Smithers take over duties at the nuclear plant, but when he starts working the employees night and day, they try to get Burns back, even if it means breaking him out of prison - which it does. Meanwhile, Bart and Lisa bond over one ant that survives an accident involving Lisa's ant farm."
459,2010-04-18,459,/episode/459.webp,Chief of Hearts,21,"Homer and Chief Wiggum become close friends during Homer's community service stint, but when Homer leaves Wiggum's side during his recuperation to go to Moe's, the Chief takes offense; Bart becomes addicted to Battle Ball (a Japanese game with cards and plastic balls that turn into creatures). Marge is led on to believe that Bart is on drugs after mistaking his discussion about a new toy for drug talk."
460,2010-04-25,460,/episode/460.webp,The Squirt and the Whale,21,"Having become frustrated with too many electric bills, Homer places a windmill generator in the backyard. When he sees that the excess energy goes back to the power company, he takes the house off the power grid, making it entirely dependent on the windmill. Then a violent windstorm hits Springfield, and among the victims are the windmill and a whale which ends up beached, prompting Lisa, Homer, and the other townspeople in an attempt to save it."
461,2010-05-02,461,/episode/461.webp,To Surveil With Love,21,"When Homer leaves a gym bag with radioactive waste (planted there by Smithers) unattended in a train station, Springfield has surveillance cameras installed throughout the town. But when citizen video monitor scanner Ned abuses his ability to speak through the cameras' speakers, Homer uses the camera's blind spot."
462,2010-05-09,462,/episode/462.webp,Moe Letter Blues,21,"Homer, Apu, and Reverend Lovejoy embark on a trip with their kids on Mother's Day so their wives can look forward to relaxing themselves, but they receive a message from Moe saying that he is leaving Springfield... with one of their wives."
463,2010-05-16,463,/episode/463.webp,The Bob Next Door,21,"Bart is horrified when he recognizes his new neighbor as his arch enemy, Sideshow Bob (disguised as Walt Warren), who has returned for revenge. But when Marge tries to convince Bart otherwise by taking him to the local penitentiary, a disturbing secret is revealed, leading to danger for the spiky-haired boy."
464,2010-05-23,464,/episode/464.webp,Judge Me Tender,21,"American Idol host Ryan Seacrest and judges Simon Cowell, Randy Jackson, Kara DioGuardi, and Ellen DeGeneres welcome a new judge to the show - Moe, who displays an exceptional talent in making judgements; and while Moe is vacationing, Homer has more time to spend at home with Marge... much to her dismay."
